timeStamp,elapsed,responseCode,responseMessage,threadName,success,grpThreads,allThreads,URL,Latency,Connect
1594786611039,7584,200,OK,Grupo de Usuários 1-99,true,78,78,https://www.arkcanal.com/,5545,5473
1594786611009,7616,200,OK,Grupo de Usuários 1-96,true,78,78,https://www.arkcanal.com/,5516,5476
1594786617667,1002,200,OK,Grupo de Usuários 1-76,true,78,78,https://www.arkcanal.com/,80,0
1594786617646,1194,200,OK,Grupo de Usuários 1-64,true,78,78,https://www.arkcanal.com/,104,0
1594786618026,968,200,OK,Grupo de Usuários 1-68,true,78,78,https://www.arkcanal.com/,106,0
1594786618299,739,200,OK,Grupo de Usuários 1-75,true,78,78,https://www.arkcanal.com/,44,0
1594786610769,8285,200,OK,Grupo de Usuários 1-72,true,78,78,https://www.arkcanal.com/,5821,5751
1594786618168,908,200,OK,Grupo de Usuários 1-100,true,78,78,https://www.arkcanal.com/,135,0
1594786618196,1031,200,OK,Grupo de Usuários 1-69,true,78,78,https://www.arkcanal.com/,78,0
1594786610790,8441,200,OK,Grupo de Usuários 1-74,true,78,78,https://www.arkcanal.com/,5737,5694
1594786610869,8454,200,OK,Grupo de Usuários 1-82,true,78,78,https://www.arkcanal.com/,5728,5652
1594786617777,1558,200,OK,Grupo de Usuários 1-65,true,78,78,https://www.arkcanal.com/,73,0
1594786618233,1158,200,OK,Grupo de Usuários 1-66,true,78,78,https://www.arkcanal.com/,46,0
1594786618521,916,200,OK,Grupo de Usuários 1-98,true,78,78,https://www.arkcanal.com/,45,0
1594786617285,2301,200,OK,Grupo de Usuários 1-77,true,78,78,https://www.arkcanal.com/,106,0
1594786618669,1000,200,OK,Grupo de Usuários 1-76,true,78,78,https://www.arkcanal.com/,179,0
1594786619038,656,200,OK,Grupo de Usuários 1-75,true,78,78,https://www.arkcanal.com/,48,0
1594786618153,1546,200,OK,Grupo de Usuários 1-67,true,78,78,https://www.arkcanal.com/,75,0
1594786618106,1605,200,OK,Grupo de Usuários 1-62,true,78,78,https://www.arkcanal.com/,105,0
1594786611019,8762,200,OK,Grupo de Usuários 1-97,true,78,78,https://www.arkcanal.com/,5598,5493
1594786618401,1427,200,OK,Grupo de Usuários 1-94,true,78,78,https://www.arkcanal.com/,169,0
1594786618470,1372,200,OK,Grupo de Usuários 1-95,true,78,78,https://www.arkcanal.com/,72,0
1594786610639,9310,200,OK,Grupo de Usuários 1-59,true,78,78,https://www.arkcanal.com/,5779,5710
1594786617846,2154,200,OK,Grupo de Usuários 1-63,true,78,78,https://www.arkcanal.com/,105,0
1594786619228,873,200,OK,Grupo de Usuários 1-69,true,78,78,https://www.arkcanal.com/,105,0
1594786610780,9348,200,OK,Grupo de Usuários 1-73,true,78,78,https://www.arkcanal.com/,7119,5736
1594786619437,772,200,OK,Grupo de Usuários 1-98,true,78,78,https://www.arkcanal.com/,108,0
1594786618624,1637,200,OK,Grupo de Usuários 1-96,true,78,78,https://www.arkcanal.com/,73,0
1594786619391,873,200,OK,Grupo de Usuários 1-66,true,78,78,https://www.arkcanal.com/,46,0
1594786619669,628,200,OK,Grupo de Usuários 1-76,true,78,78,https://www.arkcanal.com/,45,0
1594786619694,655,200,OK,Grupo de Usuários 1-75,true,78,78,https://www.arkcanal.com/,46,0
1594786619076,1337,200,OK,Grupo de Usuários 1-100,true,77,77,https://www.arkcanal.com/,106,0
1594786618590,1852,200,OK,Grupo de Usuários 1-71,true,77,77,https://www.arkcanal.com/,44,0
1594786618623,1843,200,OK,Grupo de Usuários 1-99,true,77,77,https://www.arkcanal.com/,104,0
1594786618049,2527,200,OK,Grupo de Usuários 1-70,true,77,77,https://www.arkcanal.com/,104,0
1594786619699,966,200,OK,Grupo de Usuários 1-67,true,77,77,https://www.arkcanal.com/,76,0
1594786620209,495,200,OK,Grupo de Usuários 1-98,true,77,77,https://www.arkcanal.com/,43,0
1594786619829,912,200,OK,Grupo de Usuários 1-94,true,76,76,https://www.arkcanal.com/,44,0
1594786619335,1542,200,OK,Grupo de Usuários 1-65,true,76,76,https://www.arkcanal.com/,166,0
1594786620101,783,200,OK,Grupo de Usuários 1-69,true,76,76,https://www.arkcanal.com/,105,0
1594786618994,1913,200,OK,Grupo de Usuários 1-68,true,76,76,https://www.arkcanal.com/,45,0
1594786610609,10484,200,OK,Grupo de Usuários 1-56,true,76,76,https://www.arkcanal.com/,6054,5872
1594786618840,2264,200,OK,Grupo de Usuários 1-64,true,76,76,https://www.arkcanal.com/,107,0
1594786619842,1262,200,OK,Grupo de Usuários 1-95,true,76,76,https://www.arkcanal.com/,47,0
1594786619586,1582,200,OK,Grupo de Usuários 1-77,true,76,76,https://www.arkcanal.com/,72,0
1594786620127,1220,200,OK,Grupo de Usuários 1-73,true,76,76,https://www.arkcanal.com/,114,0
1594786620298,1118,200,OK,Grupo de Usuários 1-76,true,76,76,https://www.arkcanal.com/,47,0
1594786619230,2301,200,OK,Grupo de Usuários 1-74,true,75,75,https://www.arkcanal.com/,315,0
1594786619711,1845,200,OK,Grupo de Usuários 1-62,true,75,75,https://www.arkcanal.com/,342,0
1594786620414,1167,200,OK,Grupo de Usuários 1-100,true,75,75,https://www.arkcanal.com/,105,0
1594786619781,1825,200,OK,Grupo de Usuários 1-97,true,74,74,https://www.arkcanal.com/,104,0
1594786620264,1357,200,OK,Grupo de Usuários 1-66,true,74,74,https://www.arkcanal.com/,45,0
1594786620665,991,200,OK,Grupo de Usuários 1-67,true,74,74,https://www.arkcanal.com/,45,0
1594786620000,1683,200,OK,Grupo de Usuários 1-63,true,74,74,https://www.arkcanal.com/,135,0
1594786610829,10877,200,OK,Grupo de Usuários 1-78,true,74,74,https://www.arkcanal.com/,5595,5522
1594786620742,976,200,OK,Grupo de Usuários 1-94,true,74,74,https://www.arkcanal.com/,51,0
1594786610960,10872,200,OK,Grupo de Usuários 1-91,true,73,73,https://www.arkcanal.com/,5463,5389
1594786620576,1341,200,OK,Grupo de Usuários 1-70,true,73,73,https://www.arkcanal.com/,105,0
1594786620443,1604,200,OK,Grupo de Usuários 1-71,true,73,73,https://www.arkcanal.com/,199,0
1594786610659,11402,200,OK,Grupo de Usuários 1-61,true,73,73,https://www.arkcanal.com/,5708,5667
1594786621104,964,200,OK,Grupo de Usuários 1-95,true,73,73,https://www.arkcanal.com/,56,0
1594786620466,1602,200,OK,Grupo de Usuários 1-99,true,72,72,https://www.arkcanal.com/,42,0
1594786620262,1809,200,OK,Grupo de Usuários 1-96,true,72,72,https://www.arkcanal.com/,137,0
1594786620907,1193,200,OK,Grupo de Usuários 1-68,true,72,72,https://www.arkcanal.com/,97,0
1594786621104,1075,200,OK,Grupo de Usuários 1-64,true,71,71,https://www.arkcanal.com/,101,0
1594786620877,1349,200,OK,Grupo de Usuários 1-65,true,71,71,https://www.arkcanal.com/,55,0
1594786621168,1153,200,OK,Grupo de Usuários 1-77,true,71,71,https://www.arkcanal.com/,140,0
1594786619948,2421,200,OK,Grupo de Usuários 1-59,true,71,71,https://www.arkcanal.com/,216,0
1594786610890,11505,200,OK,Grupo de Usuários 1-84,true,71,71,https://www.arkcanal.com/,5506,5435
1594786610850,11591,200,OK,Grupo de Usuários 1-80,true,71,71,https://www.arkcanal.com/,5551,5479
1594786620884,1577,200,OK,Grupo de Usuários 1-69,true,71,71,https://www.arkcanal.com/,56,0
1594786621621,903,200,OK,Grupo de Usuários 1-66,true,70,70,https://www.arkcanal.com/,58,0
1594786621347,1192,200,OK,Grupo de Usuários 1-73,true,69,69,https://www.arkcanal.com/,56,0
1594786610970,11615,200,OK,Grupo de Usuários 1-92,true,69,69,https://www.arkcanal.com/,5447,5374
1594786619053,3543,200,OK,Grupo de Usuários 1-72,true,69,69,https://www.arkcanal.com/,108,0
1594786621607,990,200,OK,Grupo de Usuários 1-97,true,69,69,https://www.arkcanal.com/,62,0
1594786618056,4841,200,OK,Grupo de Usuários 1-90,true,69,69,https://www.arkcanal.com/,596,0
1594786610929,11970,200,OK,Grupo de Usuários 1-88,true,69,69,https://www.arkcanal.com/,5775,5592
1594786610649,12254,200,OK,Grupo de Usuários 1-60,true,69,69,https://www.arkcanal.com/,5751,5676
1594786621683,1220,200,OK,Grupo de Usuários 1-63,true,69,69,https://www.arkcanal.com/,54,0
1594786621556,1352,200,OK,Grupo de Usuários 1-62,true,69,69,https://www.arkcanal.com/,138,0
1594786610909,12034,200,OK,Grupo de Usuários 1-86,true,69,69,https://www.arkcanal.com/,5718,5612
1594786622179,765,200,OK,Grupo de Usuários 1-64,true,69,69,https://www.arkcanal.com/,56,0
1594786610979,12116,200,OK,Grupo de Usuários 1-93,true,68,68,https://www.arkcanal.com/,5610,5520
1594786610899,12201,200,OK,Grupo de Usuários 1-85,true,68,68,https://www.arkcanal.com/,5795,5622
1594786610939,12215,200,OK,Grupo de Usuários 1-89,true,68,68,https://www.arkcanal.com/,7385,7322
1594786622321,881,200,OK,Grupo de Usuários 1-77,true,68,68,https://www.arkcanal.com/,55,0
1594786621656,1555,200,OK,Grupo de Usuários 1-67,true,67,67,https://www.arkcanal.com/,140,0
1594786621831,1400,200,OK,Grupo de Usuários 1-91,true,66,66,https://www.arkcanal.com/,120,0
1594786622047,1265,200,OK,Grupo de Usuários 1-71,true,66,66,https://www.arkcanal.com/,66,0
1594786622072,1261,200,OK,Grupo de Usuários 1-96,true,66,66,https://www.arkcanal.com/,55,0
1594786610620,12736,200,OK,Grupo de Usuários 1-57,true,66,66,https://www.arkcanal.com/,7736,7640
1594786621092,2286,200,OK,Grupo de Usuários 1-56,true,66,66,https://www.arkcanal.com/,208,0
1594786622069,1332,200,OK,Grupo de Usuários 1-99,true,66,66,https://www.arkcanal.com/,55,0
1594786621705,1701,200,OK,Grupo de Usuários 1-78,true,66,66,https://www.arkcanal.com/,128,0
1594786610881,12639,200,OK,Grupo de Usuários 1-83,true,66,66,https://www.arkcanal.com/,5714,5640
1594786622227,1360,200,OK,Grupo de Usuários 1-65,true,66,66,https://www.arkcanal.com/,138,0
1594786622597,1103,200,OK,Grupo de Usuários 1-97,true,65,65,https://www.arkcanal.com/,52,0
1594786622060,1655,200,OK,Grupo de Usuários 1-61,true,65,65,https://www.arkcanal.com/,170,0
1594786621917,1862,200,OK,Grupo de Usuários 1-70,true,65,65,https://www.arkcanal.com/,133,0
1594786619323,4568,200,OK,Grupo de Usuários 1-82,true,65,65,https://www.arkcanal.com/,655,0
1594786622539,1362,200,OK,Grupo de Usuários 1-73,true,65,65,https://www.arkcanal.com/,58,0
1594786623231,708,200,OK,Grupo de Usuários 1-91,true,65,65,https://www.arkcanal.com/,61,0
1594786622585,1384,200,OK,Grupo de Usuários 1-92,true,65,65,https://www.arkcanal.com/,98,0
1594786621531,2507,200,OK,Grupo de Usuários 1-74,true,65,65,https://www.arkcanal.com/,97,0
1594786610859,13251,200,OK,Grupo de Usuários 1-81,true,65,65,https://www.arkcanal.com/,9002,8871
1594786622440,1675,200,OK,Grupo de Usuários 1-80,true,65,65,https://www.arkcanal.com/,163,0
1594786622903,1237,200,OK,Grupo de Usuários 1-63,true,65,65,https://www.arkcanal.com/,54,0
1594786623333,914,200,OK,Grupo de Usuários 1-96,true,64,64,https://www.arkcanal.com/,53,0
1594786622369,1905,200,OK,Grupo de Usuários 1-59,true,63,63,https://www.arkcanal.com/,146,0
1594786610630,13713,200,OK,Grupo de Usuários 1-58,true,63,63,https://www.arkcanal.com/,5764,5691
1594786622942,1581,200,OK,Grupo de Usuários 1-86,true,63,63,https://www.arkcanal.com/,72,0
1594786622394,2213,200,OK,Grupo de Usuários 1-84,true,63,63,https://www.arkcanal.com/,169,0
1594786622908,1708,200,OK,Grupo de Usuários 1-62,true,63,63,https://www.arkcanal.com/,137,0
1594786623355,1268,200,OK,Grupo de Usuários 1-57,true,62,62,https://www.arkcanal.com/,118,0
1594786623406,1259,200,OK,Grupo de Usuários 1-78,true,62,62,https://www.arkcanal.com/,157,0
1594786623312,1364,200,OK,Grupo de Usuários 1-71,true,62,62,https://www.arkcanal.com/,56,0
1594786622897,1944,200,OK,Grupo de Usuários 1-90,true,61,61,https://www.arkcanal.com/,56,0
1594786610839,14038,200,OK,Grupo de Usuários 1-79,true,61,61,https://www.arkcanal.com/,7184,7029
1594786623154,1729,200,OK,Grupo de Usuários 1-89,true,61,61,https://www.arkcanal.com/,107,0
1594786623379,1504,200,OK,Grupo de Usuários 1-56,true,61,61,https://www.arkcanal.com/,153,0
1594786623094,1868,200,OK,Grupo de Usuários 1-93,true,61,61,https://www.arkcanal.com/,111,0
1594786623715,1294,200,OK,Grupo de Usuários 1-61,true,61,61,https://www.arkcanal.com/,57,0
1594786623700,1321,200,OK,Grupo de Usuários 1-97,true,61,61,https://www.arkcanal.com/,97,0
1594786623891,1164,200,OK,Grupo de Usuários 1-82,true,60,60,https://www.arkcanal.com/,59,0
1594786623940,1118,200,OK,Grupo de Usuários 1-91,true,60,60,https://www.arkcanal.com/,65,0
1594786622903,2163,200,OK,Grupo de Usuários 1-60,true,60,60,https://www.arkcanal.com/,119,0
1594786623099,1998,200,OK,Grupo de Usuários 1-85,true,60,60,https://www.arkcanal.com/,160,0
1594786623901,1197,200,OK,Grupo de Usuários 1-73,true,60,60,https://www.arkcanal.com/,55,0
1594786623520,1686,200,OK,Grupo de Usuários 1-83,true,59,59,https://www.arkcanal.com/,114,0
1594786623970,1236,200,OK,Grupo de Usuários 1-92,true,59,59,https://www.arkcanal.com/,65,0
1594786624115,1107,200,OK,Grupo de Usuários 1-80,true,59,59,https://www.arkcanal.com/,59,0
1594786622898,2335,200,OK,Grupo de Usuários 1-88,true,59,59,https://www.arkcanal.com/,121,0
