timeStamp,responseTime,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Filename,Latency,Encoding,SampleCount,ErrorCount,Hostname,IdleTime,Connect
1636689358737,719, User Group 3,404,NOT FOUND,User Group 1-1,text,true,,149430,119,3,3,https://closing.com.br/,,564,UTF-8,1,0,DESKTOP-E4D41LG,0,0
1636689358734,767, User Group 3,404,NOT FOUND,User Group 1-3,text,true,,149145,119,3,3,https://closing.com.br/,,582,UTF-8,1,0,DESKTOP-E4D41LG,0,0
1636689359386,908, User Group 3,404,NOT FOUND,User Group 1-2,text,true,,150677,119,3,3,https://closing.com.br/,,716,UTF-8,1,0,DESKTOP-E4D41LG,0,0
1636689359456,856, User Group 1,200,OK,User Group 1-1,text,true,,149587,119,3,3,https://closing.com.br/,,673,UTF-8,1,0,DESKTOP-E4D41LG,0,0
1636689359501,858, User Group 1,200,OK,User Group 1-3,text,true,,148581,119,3,3,https://closing.com.br/,,684,UTF-8,1,0,DESKTOP-E4D41LG,0,0
1636689360312,828, User Group 2,200,OK,User Group 1-1,text,true,,149201,119,3,3,https://closing.com.br/,,558,UTF-8,1,0,DESKTOP-E4D41LG,0,0
1636689360295,846, User Group 1,200,OK,User Group 1-2,text,true,,148482,119,3,3,https://closing.com.br/,,565,UTF-8,1,0,DESKTOP-E4D41LG,0,0
1636689360359,834, User Group 2,200,OK,User Group 1-3,text,true,,148699,119,3,3,https://closing.com.br/,,562,UTF-8,1,0,DESKTOP-E4D41LG,0,0
1636689361140,749, User Group 3,200,OK,User Group 1-1,text,true,,149240,119,3,3,https://closing.com.br/,,574,UTF-8,1,0,DESKTOP-E4D41LG,0,0
1636689361142,760, User Group 2,200,OK,User Group 1-2,text,true,,149848,119,3,3,https://closing.com.br/,,573,UTF-8,1,0,DESKTOP-E4D41LG,0,0
1636689361194,717, User Group 3,200,OK,User Group 1-3,text,true,,149448,119,3,3,https://closing.com.br/,,556,UTF-8,1,0,DESKTOP-E4D41LG,0,0
1636689361889,717, User Group 1,200,OK,User Group 1-1,text,true,,149401,119,3,3,https://closing.com.br/,,563,UTF-8,1,0,DESKTOP-E4D41LG,0,0
1636689361911,726, User Group 1,200,OK,User Group 1-3,text,true,,148944,119,3,3,https://closing.com.br/,,565,UTF-8,1,0,DESKTOP-E4D41LG,0,0
1636689361903,744, User Group 3,200,OK,User Group 1-2,text,true,,149599,119,3,3,https://closing.com.br/,,572,UTF-8,1,0,DESKTOP-E4D41LG,0,0
1636689362607,854, User Group 2,200,OK,User Group 1-1,text,true,,148458,119,3,3,https://closing.com.br/,,678,UTF-8,1,0,DESKTOP-E4D41LG,0,0
1636689362637,848, User Group 2,200,OK,User Group 1-3,text,true,,149458,119,3,3,https://closing.com.br/,,691,UTF-8,1,0,DESKTOP-E4D41LG,0,0
1636689362647,857, User Group 1,200,OK,User Group 1-2,text,true,,149223,119,3,3,https://closing.com.br/,,693,UTF-8,1,0,DESKTOP-E4D41LG,0,0
1636689363486,877, User Group 3,200,OK,User Group 1-3,text,true,,149617,119,3,3,https://closing.com.br/,,705,UTF-8,1,0,DESKTOP-E4D41LG,0,0
1636689363504,875, User Group 2,200,OK,User Group 1-2,text,true,,148268,119,3,3,https://closing.com.br/,,689,UTF-8,1,0,DESKTOP-E4D41LG,0,0
1636689363462,983, User Group 3,200,OK,User Group 1-1,text,true,,149450,119,3,3,https://closing.com.br/,,800,UTF-8,1,0,DESKTOP-E4D41LG,0,0
1636689364364,963, User Group 1,200,OK,User Group 1-3,text,true,,148557,119,3,3,https://closing.com.br/,,795,UTF-8,1,0,DESKTOP-E4D41LG,0,0
1636689364379,1000, User Group 3,200,OK,User Group 1-2,text,true,,150263,119,3,3,https://closing.com.br/,,801,UTF-8,1,0,DESKTOP-E4D41LG,0,0
1636689364445,975, User Group 1,200,OK,User Group 1-1,text,true,,149556,119,3,3,https://closing.com.br/,,800,UTF-8,1,0,DESKTOP-E4D41LG,0,0
1636689365328,850, User Group 2,200,OK,User Group 1-3,text,true,,149433,119,3,3,https://closing.com.br/,,564,UTF-8,1,0,DESKTOP-E4D41LG,0,0
1636689365380,846, User Group 1,200,OK,User Group 1-2,text,true,,149662,119,3,3,https://closing.com.br/,,562,UTF-8,1,0,DESKTOP-E4D41LG,0,0
1636689365421,853, User Group 2,200,OK,User Group 1-1,text,true,,149064,119,3,3,https://closing.com.br/,,668,UTF-8,1,0,DESKTOP-E4D41LG,0,0
1636689366178,732, User Group 3,200,OK,User Group 1-3,text,true,,149363,119,3,3,https://closing.com.br/,,561,UTF-8,1,0,DESKTOP-E4D41LG,0,0
1636689366226,804, User Group 2,200,OK,User Group 1-2,text,true,,150002,119,3,3,https://closing.com.br/,,611,UTF-8,1,0,DESKTOP-E4D41LG,0,0
1636689366274,756, User Group 3,200,OK,User Group 1-1,text,true,,149519,119,3,3,https://closing.com.br/,,592,UTF-8,1,0,DESKTOP-E4D41LG,0,0
1636689366910,809, User Group 1,200,OK,User Group 1-3,text,true,,148602,119,3,3,https://closing.com.br/,,612,UTF-8,1,0,DESKTOP-E4D41LG,0,0
1636689367031,748, User Group 1,200,OK,User Group 1-1,text,true,,147125,119,3,3,https://closing.com.br/,,589,UTF-8,1,0,DESKTOP-E4D41LG,0,0
1636689367030,770, User Group 3,200,OK,User Group 1-2,text,true,,148834,119,3,3,https://closing.com.br/,,602,UTF-8,1,0,DESKTOP-E4D41LG,0,0
1636689367719,739, User Group 2,200,OK,User Group 1-3,text,true,,147807,119,3,3,https://closing.com.br/,,581,UTF-8,1,0,DESKTOP-E4D41LG,0,0
1636689367779,757, User Group 2,200,OK,User Group 1-1,text,true,,150023,119,3,3,https://closing.com.br/,,602,UTF-8,1,0,DESKTOP-E4D41LG,0,0
1636689367800,761, User Group 1,200,OK,User Group 1-2,text,true,,148451,119,3,3,https://closing.com.br/,,604,UTF-8,1,0,DESKTOP-E4D41LG,0,0
1636689368458,736, User Group 3,200,OK,User Group 1-3,text,true,,148822,119,2,2,https://closing.com.br/,,564,UTF-8,1,0,DESKTOP-E4D41LG,0,0
1636689368536,733, User Group 3,200,OK,User Group 1-1,text,true,,149271,119,1,1,https://closing.com.br/,,576,UTF-8,1,0,DESKTOP-E4D41LG,0,0
